tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
candidate,2460556.242383,2.1031647,5.059,7142.0,16.7087,14140.0,3037.0,10.079,302.819,6122.0,3.93,1.93
non-candidate,2460386.22206,7.6416041,2.654,6025.0,27.538,478.683,1303.0,10.0049,365.008,6496.7,4.33,2.05
non-candidate,2460654.565628,5.9294088,2.933,10226.0,10.8101,456.893,1183.01373235,9.9478,112.868,5095.6,4.33,1.06
candidate,2460558.350441,5.7484439,1.76,1041.0,2.35215,75.272,820.0,9.9469,58.5946,4534.0,4.61,0.69
non-candidate,2460532.182655,1.1967018,1.879,824.0,10.3239,25917.9,3534.0,9.94025,246.798,5997.0,4.0,1.73
non-candidate,2460649.2545,11.2464616,7.391,7576.0,17.6677,365.938,1218.0,9.92402,294.85,6115.7,3.89,2.01
candidate,2460310.089156,2.5941968,0.861,907.0,4.47229,300.014,1159.0,9.9002,221.071,6389.0,4.26,1.4
non-candidate,2458687.19253,8.5112,3.486,4172.76,10.544,363.901,1183.01373235,9.886581,347.452,8156.0,4.35,1.23434
candidate,2459441.286476,3.9687994,1.07,1760.0,10.544,363.901,1183.01373235,9.8744,365.008,5286.9,4.33,1.23434
candidate,2460189.428472,5.5411114,2.467,633.0,2.04482,258.843,1117.0,9.2789,66.6187,5332.0,4.56429,0.82
candidate,2460038.721177,10.6917268,3.002,535.0,1.79811,42.2657,710.0,9.2789,66.6187,5332.0,4.56429,0.82
candidate,2460553.884666,3.6950015,4.515,7655.0,14.1288,2184.62,1904.0,9.80529,280.948,7106.7,4.2,1.63
non-candidate,2459441.423236,15.7335693,3.288,2540.0,24.3218,367.588,1219.0,9.7831,355.809,6800.0,3.91,2.21
candidate,2460524.90576,45.9403293,3.768,14807.0,28.3312,20.4053,1183.01373235,10.4999,283.025,6479.3,4.33,1.28
non-candidate,2460337.368138,2.2219839,1.996,4394.0,15.4416,7790.56,1183.01373235,10.4813,501.963,7166.8,4.33,1.87
candidate,2460367.07216,2.3106428,1.294,6911.0,8.76741,203.685,1052.0,10.4782,149.667,5339.9,4.41,0.99
non-candidate,2458686.84696,4.05135,2.4,1132.23,14.2359,363.901,1183.01373235,10.4717,500.014,4974.4,4.33,3.85
candidate,2459785.498161,5.5376617,2.517,5390.0,15.6557,351.929,1206.0,10.4318,424.442,6689.0,3.96,2.06
candidate,2459787.132209,4.5960377,4.744,5000.0,16.2166,2340.04,1937.0,10.4247,405.634,7649.0,4.04,2.12
candidate,2460551.040398,3.612771,4.142,11794.0,19.3662,5011.92,2344.0,10.4219,470.878,8324.0,4.28,1.71
candidate,2460360.434669,3.6714717,2.149,4340.0,10.678,324.114,1182.0,10.4221,248.427,5618.0,4.06,1.54
candidate,2458332.082805,11.535076,8.555958,2389.90616,12.215808,363.901,1183.01373235,7.1062,79.5702,5479.3,3.77,2.48771
non-candidate,2460365.995576,0.8352406,1.043,2065.0,6.4875,5021.63,2345.0,10.402,224.444,6105.0,4.31,1.24
candidate,2458411.670877,2.4919771,1.4338141,2093.9594201,2.2187585,39.6452664,639.9817426,10.9473,37.8871,3948.0,4.68962,0.482388
non-candidate,2458614.434411,4.088721700000001,2.726775,878.134108,1.710706,9.5212941,448.0162269,8.386,818.829,3773.0,4.438,0.577983
candidate,2458553.062116,25.5195307,6.6877451,558.3758637,2.9641461,45.6335702,662.8890748,7.9995,64.9943,5742.22,4.29,1.17321
candidate,2458569.940999,1.3812115,2.7372191,117.7553083,2.2402361,5767.3673643,2222.614552,8.004,106.505,6711.0,4.06358,1.7756799
candidate,2458383.241223,2.3922703,9.0053425,63.575141,3.5905923,18015.5142019,2954.822621,8.3902,309.932,6090.0,3.29864,4.1956
non-candidate,2458569.713498,0.831542,1.985538,248.969585,1.881684,3776.6095365,1999.3796659,8.6014,1698.55,5824.0,4.438,1.1512
candidate,2458325.539664,2.6282553,2.0930597,75.2858004,0.9817044,955.7979966,1418.1144376,9.2397,113.758,6282.0,4.37809,1.10743
candidate,2458327.476703,3.4239436,1.9601023,443.6391381,1.7581475,294.3078003,1056.3800546,10.5924,134.757,5626.0,4.56195,0.823019
candidate,2458331.120311,10.983042,3.7478987,725.1724567,2.5070075,62.2119369,716.2888325,10.5924,134.757,5626.0,4.56195,0.823019
candidate,2458341.801726,17.726449,3.4404719,747.7725499,2.261664,32.8605569,610.6445415,10.5924,134.757,5626.0,4.56195,0.823019
candidate,2458337.088331,40.7199388,4.2436925,355.619391,3.2352713,47.143655,668.3063106,9.597,173.833,5914.0,3.98,1.55953
candidate,2459074.32911,14.7741056,5.504,15041.0,15.3936,123.522,928.0,9.9358,182.169,6053.0,4.3135,1.23
non-candidate,2459187.361317,79.3739596,5.392,1227.0,2.17454,3.05331,368.0,11.1762,144.133,5168.33,4.60584,0.77
candidate,2460180.146446,18.1663644,2.464,624.0,2.80447,16.6472,562.0,9.8135,133.335,5572.9,3.83,1.14
candidate,2458402.036518,105.5850893,11.6068811,462.9116325,2.5033335,8.047858,429.5758177,10.4016,190.986,5909.57,4.26154,1.1142
non-candidate,2458576.189436,27.2149622,3.7190483,4731.4046225,8.3475973,25.4860381,573.0537137,10.6392,161.33,6270.0,4.54537,0.989667
candidate,2458634.552482,19.1807264,3.9621084,544.5602695,2.4311768,32.9407734,611.0168649,10.0329,107.048,5262.4,3.98,0.937973
candidate,2458570.395929,1.2124493,0.9984653,501.2911711,0.879419,336.2098533,1092.1250255,10.42,34.6633,3751.0,4.75718,0.518
candidate,2458325.424166,4.5541831,7.8146963,187.8286128,0.8887417,54.8401357,694.0557871,11.546,99.5413,4280.0,4.61209,0.635812
candidate,2458574.940733,41.4856125,6.6899368,959.7522291,12.5121956,271.196017,1035.0005398,9.6517,463.223,6354.0,4.24472,3.4868701
candidate,2458336.632412,13.7738265,2.9992376,338.2166234,1.8971927,67.2831271,730.4597521,10.3869,135.689,5455.96,4.46737,1.01825
candidate,2460121.561055,1.9142544,3.256,248.0,2.04421,6105.33,2462.0,10.1207,301.291,6734.0,4.18582,1.59
candidate,2458329.118988,5.0780325,1.2100353,5923.1283069,2.6347763,8.1743139,431.253644,13.084,62.118,3318.0,4.9581,0.334125
candidate,2458439.580138,70.3607265,1.0325441,1353.9678246,8.2807306,52.1124723,685.259664,9.5298,273.698,6308.0,3.98679,2.0982201
candidate,2458404.181466,91.6827832,9.7504857,713.2183569,3.239855,5.9944903,399.0780255,10.0564,138.411,5802.0,4.44521,1.01814
candidate,2458329.466254,10.1944993,2.2648785,317.3261147,2.7392825,231.1087411,994.4291411,10.3014,226.932,6082.0,4.33287,1.32661
non-candidate,2458337.747012,14.64319,2.5483426,242.7923919,3.41248,391.2017546,1134.2791474,9.3109,237.7,6516.0,3.99366,2.04178
candidate,2458327.705053,4.1782656,1.675904,2537.6781602,2.1023854,13.9295288,492.7241583,11.556,37.3312,3442.0,4.893,0.404403
candidate,2458329.862603,17.9453645,3.0740072,5480.684864,3.3839124,1.9952383,303.1226876,11.556,37.3312,3442.0,4.893,0.404403
candidate,2458414.082856,13.896396,3.5885605,748.5332881,2.4586343,52.3837065,686.1495861,11.7582,252.615,5522.87,4.67156,0.888163
candidate,2458414.548052,8.1213102,3.1040945,594.6443745,2.3157186,107.208941,820.6868999,11.7582,252.615,5522.87,4.67156,0.888163
candidate,2458438.458273,3.9287851,1.8165271,485.9762569,2.329279,376.4612937,1123.4398689,11.5514,257.93,5668.15,4.52573,0.986943
candidate,2458617.479256,27.3613778,4.0586418,20690.6684294,6.4522449,0.8345555,243.7718547,13.802,100.641,3050.0,4.438,0.44128
candidate,2460178.461991,29.0497517,7.117,318.0,2.84674,257.066,1115.0,9.0963,272.217,8208.0,4.25979,1.8
candidate,2459970.491644,31.8132264,11.2567164,11479.375547,21.6314984,48.4375724,672.8454841,10.779,254.584,6028.84,3.96199,1.98893
candidate,2460175.035028,3.3088922,6.114,4736.0,24.9862,17074.7,3184.0,7.87598,161.498,6188.0,4.27166,2.62
candidate,2458620.316686,25.0571312,7.5424225,533.486013,3.2396838,53.1389289,688.6094029,9.6245,143.138,5696.0,4.26563,1.15281
candidate,2458563.890468,24.2454967,3.3725583,6260.6703602,3.878568,0.05273,122.2177444,10.2565,27.6227,3535.0,4.84874,0.465271
candidate,2458544.021225,14.2545623,4.7250029,7899.6939555,10.7048234,90.0658585,785.7055082,11.7835,328.604,5739.0,4.28235,1.09597
candidate,2459308.481159,14.1758947,3.7543827,907.1324529,2.6231641,53.8795095,690.9961983,8.6522,64.5978,5723.87,4.438,0.864173
candidate,2459311.402774,19.5901578,4.002861,1182.6678641,3.0026428,35.0031418,620.3638839,8.6522,64.5978,5723.87,4.438,0.864173
candidate,2459310.632995,6.2036219,3.01098,548.9044399,2.056748,162.1675094,910.1452592,8.6522,64.5978,5723.87,4.438,0.864173
candidate,2458572.107559,3.79589,2.4602856,317.5272928,1.553135,312.1807495,1072.0653989,8.6522,64.5978,5723.87,4.438,0.864173
non-candidate,2458685.613152,2.2645386,3.8193701,15019.9420903,5.1936764,34.1873897,616.7174475,13.7991,104.912,3443.0,4.81617,0.411471
candidate,2460333.631473,3.4447015,1.912,796.0,2.00495,231.437,1086.0,9.91924,39.6345,3912.0,4.62642,0.63
candidate,2459422.690639,3.0300715,2.5466671,21794.6136956,12.7529892,318.4581858,1077.4145935,11.0248,159.658,5242.82,4.52404,0.857369
candidate,2459781.665928,12.72038,2.401,1070.0,4.96046,41.1042,705.0,10.2768,243.249,6212.0,4.17664,1.48
candidate,2458685.409943,6.238755,3.6178567,373.5681138,2.9728283,587.1290759,1255.4607699,10.2768,243.249,6212.0,4.17664,1.47768
candidate,2458684.28731,3.2947689,1.7483103,1324.0402774,2.5248559,56.9377632,700.5995436,11.2582,70.7145,3853.0,4.63168,0.62326
candidate,2458684.104681,0.7645807,1.07057,394.9832006,1.2407226,399.2723837,1140.0845694,11.2582,70.7145,3853.0,4.63168,0.62326
candidate,2459604.095801,12.6396982,3.3830702,3292.6812864,4.6025162,39.6563977,640.0266601,10.7192,126.903,5217.0,4.59186,0.789425
candidate,2460042.199513,1.8428078,1.449,1950.0,21.2705,1687.83,1785.0,11.1311,809.252,5080.0,4.48159,4.09
candidate,2459421.32991,1.7208555,1.8346409,10014.2587401,13.4646314,2259.3896676,1758.3994294,13.8046,1086.24,5832.83,4.20893,1.33402
candidate,2459421.236112,4.7802597,1.4588658,1015.4550043,7.6126429,1770.0151344,1654.2989516,11.1634,546.522,5826.0,3.7213,2.3387201
candidate,2459664.126568,0.3814849,0.565,570.0,2.0605,931.396,1539.0,11.598,110.015,4255.0,4.55641,0.71
candidate,2459598.143164,4.6595169,0.9011821,1725.1706259,2.1961507,17.2664038,519.9004855,11.1966,43.1865,3489.0,4.74553,0.490729
candidate,2459913.810947,6.4002807,2.1559875,1026.6018729,2.2730301,56.4368797,699.0536347,11.0157,102.551,4599.0,4.58487,0.720551
candidate,2459764.329317,4.8204512,1.756,1930.0,2.36747,17.8782,572.0,12.1819,80.0982,3692.0,4.71598,0.52
candidate,2459733.643821,18.6548829,5.4431451,1495.4449473,4.3869878,27.832077,585.8091542,11.1802,169.422,5141.0,4.49143,0.876154
candidate,2459737.587215,4.3074513,2.3379196,1094.8419495,3.2819879,196.4755358,954.8757629,11.1802,169.422,5141.0,4.49143,0.876154
candidate,2459740.304262,5.9041278,2.7678313,773.9266468,2.4489454,129.0410781,859.6105665,11.1802,169.422,5141.0,4.49143,0.876154
candidate,2458700.697302,37.9251983,3.5345219,1370.7888539,3.241643,10.8068346,462.4282696,11.1802,169.422,5141.0,4.49143,0.876154
candidate,2460311.844914,15.9234883,4.021,493.0,2.18203,48.5414,735.0,8.4724,73.8713,5711.85,4.38315,1.08
candidate,2458687.1215,4.3601536,2.3408909,5592.2909183,6.9564258,202.0738994,961.6063113,11.1153,168.735,5227.0,4.50479,0.874131
candidate,2460342.349121,13.0791581,2.97,1143.0,3.25485,48.6058,735.0,10.2108,139.49,5453.0,4.41707,1.0
candidate,2460206.744249,4.6517186,2.709,978.0,2.66889,540.772,1343.0,10.1985,111.059,5154.0,4.47072,0.85
candidate,2460202.049893,9.1549418,2.457,1101.0,2.62011,42.2592,710.0,10.1985,111.059,5154.0,4.47072,0.85
candidate,2460181.146579,19.9815709,2.724,909.0,2.54717,16.5853,562.0,10.1985,111.059,5154.0,4.47072,0.85
candidate,2460188.729278,4.088721700000001,4.6235211,738.7670156,2.9700035,11.0661868,465.178087,10.1985,111.059,5154.0,4.47072,0.852266
non-candidate,2458683.642967,1.4415044,0.9274524,547.3172736,3.8345209,5519.1845,2198.3076824,6.895,66.3631,6603.0,4.438,1.58365
candidate,2459759.178675,5.9630544,2.951,11000.0,10.0859,112.667,1183.01373235,10.6479,185.952,5273.0,4.438,0.94
candidate,2459662.042876,1.1219715,0.8226121,3997.6445916,3.9968417,1132.461295,1479.5361862,12.0623,123.8346,5780.0,4.67672,0.624
non-candidate,2460658.633557,4.6756655,1.914,738.0,4.03134,230.204,1085.0,9.89947,185.23,5779.0,4.88162,1.45
candidate,2459716.011222,1.0180114,1.1353639,2618.9492168,6.5875997,2488.20146,1801.3210938,10.794,199.039,5451.0,4.33923,1.0933
candidate,2460646.544681,10.288886,1.391,854.0,2.63881,9.06856,483.0,9.1416,65.9501,5126.0,4.49772,0.87
non-candidate,2458683.947476,1.0332441,3.8017836,26111.5081972,4.087988,16.7778791,516.1833775,13.5608,365.008,2972.0,5.15741,0.156193
candidate,2459820.977365,5.4526479,3.401,7750.0,14.5502,433.78,1271.0,9.87463,249.325,6509.0,4.17233,1.57
candidate,2460333.648786,10.2613397,4.855,726.0,3.60391,372.358,1152.0,9.13619,154.944,6124.0,4.15391,1.49
candidate,2459764.874089,3.4779776,2.5103489,27021.6932424,12.5541925,153.1388971,897.2038496,11.1534,118.106,4699.0,4.54638,0.765001
candidate,2458326.730861,3.0354017,2.8809533,16196.2158157,14.1334903,726.7556694,1324.2404714,12.7923,573.027,5751.0,4.35036,1.07224
candidate,2459634.760516,3.1274634,1.9812695,1331.83693,2.5802896,103.2675998,813.0378617,10.8116,73.5977,4225.0,4.5756,0.693431
candidate,2458686.119718,7.4931613,1.9339295,1650.6470497,2.7733674,32.2107098,607.6028794,10.8116,73.5977,4225.0,4.5756,0.693431
candidate,2458879.323459,49.825166,3.8714976,2059.4069037,3.8319135,2.5760566,323.1161011,10.8116,73.5977,4225.0,4.5756,0.693431
candidate,2459628.771413,18.0574016,3.592177,1198.0572128,3.8092663,58.1250403,704.2235859,10.6965,199.964,5897.0,4.45922,1.01
candidate,2460322.358008,20.8774413,3.562,771.0,2.16145,17.8402,572.0,9.5966,93.2276,5396.0,4.50457,0.9
candidate,2460557.928454,1.0214555,1.252,319.0,1.46266,733.19,1449.0,8.5325,46.5539,5098.0,4.54682,0.82
candidate,2459765.819264,2.7441672,1.418,5650.0,7.84317,172.233,1009.0,10.634,141.755,5040.0,4.38482,0.97
candidate,2460558.800568,2.2047452,3.996,6872.0,17.9781,7992.22,2634.0,10.0274,341.079,6532.23,3.96818,1.99
candidate,2459649.751299,10.8948421,2.0719394,3168.3853584,2.4691414,5.5137471,390.8242112,11.0402,36.0118,3618.0,4.79432,0.435666
candidate,2459630.046434,18.8016111,1.9093524,1686.7881033,1.9112282,2.6636757,325.8292621,11.0402,36.0118,3618.0,4.79432,0.435666
candidate,2459425.412816,6.7900981,6.0786576,2158.1733568,9.7548481,477.5289979,1192.2564672,11.636,365.008,6378.0,4.438,2.00068
candidate,2460359.607231,8.157721,3.788,10273.0,9.31888,91.0972,860.0,10.1495,109.557,5091.2,4.47,0.9
candidate,2458686.60881,4.2529641,2.5733867,758.584999,2.3483383,231.2034004,994.5309519,10.9897,172.138,5591.0,4.38111,0.848906
candidate,2459739.097032,9.2378703,2.535,660.0,2.22995,54.6767,757.0,10.9897,172.138,5591.0,4.38111,0.85
candidate,2458325.650603,3.7955178,2.0198135,52278.9940979,10.3261619,18.0832336,525.9431131,14.1266,140.225,3424.0,4.438,0.445372
non-candidate,2459695.445887,14.3034613,3.135,48840.0,18.4949,15.38,551.0,11.463,171.138,5056.6,4.53,0.83
candidate,2459657.449461,6.1349783,5.661,3860.0,13.1383,861.554,1509.0,7.4556,92.2589,5828.7,3.84,2.05
candidate,2459661.401357,3.3159772,1.494,2770.0,4.5947,120.595,923.0,11.0244,137.572,4972.7,4.54,0.81
candidate,2459684.920137,4.6313014,1.435,4860.0,9.34848,225.013,1078.0,10.418,177.118,5736.0,4.39,1.07
candidate,2459736.340774,19.3203478,4.215,13910.0,9.38964,13.544,534.0,11.8994,178.141,4968.1,4.5,0.8
non-candidate,2458714.596964,11.3246821,5.9704136,1937.5829721,4.2917226,59.1706102,707.3693882,10.5954,138.591,5518.0,4.59176,0.824734
non-candidate,2459770.682182,6.261169,2.0369188,4005.022808,1.3468319,6.9816945,414.5815396,12.5405,24.5209,3145.0,5.04431,0.211257
non-candidate,2458729.542462,4.088721700000001,4.6,1405.9675071,3.2287724,45.1713284,661.2039892,9.76775,100.772,5544.0,4.5609,0.857648
candidate,2460319.121018,14.8559691,3.711,1127.0,2.72638,64.0545,788.0,9.76775,100.772,5544.0,4.5609,0.86
candidate,2459826.540249,14.4751062,1.6182484,9618.5798534,8.6976173,6.5402175,407.866275,11.7819,75.5759,3841.0,4.69364,0.55035
candidate,2459659.673503,9.6141636,3.4271882,933.6532689,3.2264735,74.7359105,749.8978043,9.99454,107.055,5477.0,4.5707,0.840608
candidate,2460175.867159,4.9404714,1.954,455.0,2.3216,320.012,1178.0,7.9849,68.4727,6086.0,4.26269,1.13
candidate,2458691.302548,9.6926392,3.0182304,1838.2370548,3.289074,36.4257934,626.5734732,10.6355,92.4381,4665.0,4.56182,0.746003
candidate,2460351.314066,6.390888,3.766,435.0,2.47201,376.532,1227.0,9.6635,178.259,6191.0,4.27017,1.32
candidate,2459445.892853,0.9689927,2.5496309,13532.9710157,17.1331258,6992.032823,2332.2259008,11.4373,444.586,6430.0,4.25113,1.41398
candidate,2460539.055031,10.338505,4.242,18162.0,11.8729,110.512,903.0,9.7525,92.3831,5336.96,4.55466,0.84
non-candidate,2458711.815604,1.283251,2.012261,1961.318203,2.558112,172.0252913,923.6720985,12.5313,110.246,3855.0,4.68499,0.560391
non-candidate,2458712.3664,1.2284388,1.9190118,1229.4965125,1.866263,118.2802346,841.1003116,10.9313,41.9934,3526.0,4.71105,0.53023
candidate,2460559.148579,0.6166953,0.712,1089.0,10.4852,12724.9,2958.0,10.1653,278.771,6588.0,4.1855,1.57
candidate,2459828.256927,9.6001126,4.9882857,380.4193796,2.4070295,193.1543783,950.8147029,8.593,92.7225,5891.0,4.30161,1.2103699
candidate,2460445.649979,2.6998294,2.208,2798.0,4.94551,1198.41,1639.0,9.93119,114.865,6180.0,4.57956,0.92
non-candidate,2458711.410631,0.581322,1.3261177,3206.6010016,2.2014886,194.5178158,952.4881815,12.9984,89.21544,3446.0,4.83941,0.38621
candidate,2460205.646862,0.980972,0.5405036,6178.392421,5.9162923,719.5629045,1320.951709,9.9005,61.7856,4486.0,4.49914,0.764401
candidate,2460551.373546,5.3987355,3.127,352.0,2.25345,335.249,1192.0,9.50898,144.166,5875.23,4.26474,1.26
candidate,2459734.427241,7.16199,7.668,800.0,5.05452,1230.42,1649.0,10.8722,428.123,6229.0,4.0,1.81
non-candidate,2460351.142333,1.4412175,1.666,12927.0,17.0442,1160.55,1626.0,9.84566,190.403,5672.9,4.13,1.46
candidate,2459689.485255,1.6849938,0.916,990.0,3.76716,342.918,1198.0,10.8605,239.983,5923.0,4.38,1.11
candidate,2459663.161776,3.9152737,2.562,3350.0,9.43435,311.498,1170.0,10.9458,332.648,5714.0,4.05,1.58
candidate,2459913.379043,3.1968838,3.7533697,7958.980656,14.9685779,1843.1329908,1671.1249287,10.7973,388.227,6470.0,4.15,1.59715
candidate,2459766.962599,3.9443668,4.8652146,6732.488454,14.5727196,1078.5986988,1461.6208264,10.8041,323.265,5494.0,3.93,1.75475
non-candidate,2458686.93866,3.93034,3.667,9724.58,14.8838,815.91,1183.01373235,10.9873,283.32,6292.0,4.33,1.37
candidate,2459764.419877,4.5371361,4.042155,4199.7558754,9.8153513,732.0077048,1326.6264827,10.9585,319.036,5731.0,4.1,1.48668
non-candidate,2459599.130762,5.929405,3.719,16410.0,10.544,363.901,1183.01373235,10.451,365.008,5800.55,4.33,1.23434
candidate,2458336.557651,14.3392144,4.6064739,392.6346872,2.2963233,118.7538488,841.9410276,7.4371,57.5846,6295.7,4.438,1.1374201
candidate,2460419.967332,2.8716983,4.668,8568.0,18.1267,4494.25,2281.0,9.823,321.376,6840.0,4.05,1.91
candidate,2459710.294209,6.0964074,2.3632965,1142.4891745,2.5856853,69.8633506,737.3642914,10.5216,90.8693,4820.4,4.6,0.731699
candidate,2458999.462385,4.088721700000001,8.0555709,2143.3712267,4.258255,0.2347069,177.5215972,10.5216,90.8693,4820.4,4.6,0.731699
candidate,2459738.402777,5.6666168,3.604,9780.0,14.8589,442.536,1277.0,10.6724,339.455,6530.0,4.23,1.47
non-candidate,2458684.13635,1.56029,2.751,1690.0,18.4825,38412.5,3900.0,9.87278,387.708,6897.0,3.89,2.29
non-candidate,2460552.790682,8.8735214,4.059,1949.0,6.0401,1064.98,1591.0,9.76577,156.338,5992.0,4.34,1.18
non-candidate,2460650.647652,7.8513774,6.699,21571.0,10.544,363.901,1183.01373235,10.3018,875.061,5800.55,4.33,1.23434
non-candidate,2459852.045455,7.6869063,4.652,4500.0,23.7824,655.022,1409.0,10.0194,364.477,5147.3,4.33,3.07
candidate,2459764.134636,2.534612,1.978,5185.2815163,10.544,336.934,1193.0,10.7967,365.008,5009.6,4.33,1.23434
non-candidate,2459446.290468,1.3797091,2.352,1320.0,22.2329,28702.5,3626.0,10.6168,543.011,5924.0,3.68,2.67
non-candidate,2458684.76284,1.49861,2.871,2188.61,10.544,90202.8,4828.0,10.6229,686.879,8590.0,4.12,1.23434
candidate,2460173.338551,6.2407826,1.513,6114.0,16.0959,41.7384,708.0,9.8567,365.008,4174.0,4.34197,0.9
non-candidate,2458685.4705,2.6796,2.771,7590.0,11.8862,823.434,1492.0,10.5742,247.975,5938.0,4.23,1.32
candidate,2459392.644018,6.1406417,2.3525428,9437.1831553,26.5174686,2040.1072476,1714.087545,10.5819,556.813,8298.0,4.19,1.87493
non-candidate,2460549.082741,11.0765063,4.692,4400.0,12.8076,189.348,1033.0,10.1098,316.176,6460.0,4.0,1.86
non-candidate,2460557.800973,0.6193401,1.514,1853.0,8.84136,55990.1,1183.01373235,9.6996,303.313,7812.5,4.33,1.79
non-candidate,2460365.8222,2.6400663,3.368,1328.0,18.2671,7719.64,2611.0,9.90482,285.36,5155.0,4.33,2.72
non-candidate,2459820.409101,2.5778717,3.472,1010.0,18.687,62241.5,4400.0,9.14819,453.744,8321.0,3.75,3.16
non-candidate,2458684.06072,3.80509,3.347,1280.0,8.57193,1214.11,1644.0,10.3332,434.962,6555.5,3.83,2.35
non-candidate,2458711.85776,2.99041,3.952,1290.0,24.2511,54264.3,4252.0,10.2918,697.116,8542.0,3.66,3.56
candidate,2460557.056579,4.9865029,2.441,1341.0,10.544,363.901,1183.01373235,10.151,343.728,5800.55,4.33,1.23434
non-candidate,2459823.85374,0.890967,1.784,1100.0,2.89678,3225.32,2099.0,9.3213,73.6326,5159.2,4.5,0.87
candidate,2458326.904918,2.1096805,2.1344043,1309.7297126,3.6396725,644.2138136,1284.923458,10.8061,163.678,5673.0,4.55383,0.940806
candidate,2460556.464958,3.9729429,3.653,4558.0,10.544,363.901,1183.01373235,10.334,340.289,5800.55,4.33,1.23434
non-candidate,2458712.25971,1.19888,1.558,1169.03,20.5525,3694.96,2172.0,10.0849,1139.32,7315.0,4.33,5.46
candidate,2458711.44969,3.37644,1.437,5791.2,10.544,1059.26,1589.0,10.0819,713.725,8639.7,3.96,1.23434
